OG0001871	macromolecule glycosylation
OG0000766	Rab subfamily of small GTPases
OG0000319	Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
OG0002246	RING-like zinc finger
OG0006541	threonine-type endopeptidase activity
OG0003471	phosphatase 2c
OG0003275	Cytochrome b5
OG0004600	Belongs to the iron ascorbate-dependent oxidoreductase family
OG0001072	Belongs to the eukaryotic ribosomal protein eL29 family
OG0006743	Amidase
OG0000402	Pfam:RRM_6
OG0007696	NADPH Oxidase
OG0007200	Dual-specificity methyltransferase that catalyzes the formation of 5-methyluridine at position 54 (m5U54) in all tRNAs, and that of position 341 (m5U341) in tmRNA (transfer-mRNA)
OG0001121	GTPase activity
OG0006625	aspartic-type endopeptidase activity
OG0001935	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
OG0000112	Calcium-binding protein
OG0002812	Conserved hypothetical ATP binding protein
OG0003220	SNF2 RAD54 helicase family protein
OG0004019	RNA recognition motif 2
OG0000309	PPPDE putative peptidase domain
OG0000312	ATP-dependent serine protease that mediates the selective degradation of misfolded and unassembled polypeptides in the peroxisomal matrix. Necessary for type 2 peroxisome targeting signal (PTS2)-containing protein processing and facilitates peroxisome matrix protein import
OG0001305	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0006573	sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity
OG0002365	Cell division cycle
OG0001618	Seryl-tRNA synthetase N-terminal domain
OG0002647	oxidoreductase activity, acting on the CH-NH group of donors, flavin as acceptor
OG0002627	DnaJ molecular chaperone homology domain
OG0000378	transferase activity, transferring nitrogenous groups
OG0003376	regulation of defense response to virus by host
OG0002822	PCI domain-containing protein 2
OG0000739	Belongs to the enoyl-CoA hydratase isomerase family
OG0007176	60S ribosomal protein L24
OG0005051	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
OG0000880	NDP-glucose-starch glucosyltransferase activity
OG0006775	endocytic recycling
OG0000882	Saccharopine dehydrogenase
OG0007306	Calcium binding protein 39, like 1
OG0004347	RNA 2'-phosphotransferase, Tpt1 / KptA family
OG0002715	Selenide, water dikinase
OG0005241	Exostosin family
OG0005619	RNA polymerase III RPC4
OG0005285	Belongs to the enoyl-CoA hydratase isomerase family
OG0000427	Transporter
OG0004442	Mitogen-activated protein kinase kinase kinase
OG0005517	Divalent cation transporter
OG0003635	serine threonine-protein kinase
OG0003078	CAM kinase, SNF1 AMK1 family ToxPK1
OG0001148	As part of the heterotrimeric replication protein A complex (RPA RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage
OG0001803	Ubiquitin carboxyl-terminal hydrolase
OG0001483	tRNA binding
OG0002941	8-hydroxy-dADP phosphatase activity
OG0002326	Ankyrin repeats (many copies)
OG0000006	Ketoacyl-synthetase C-terminal extension
OG0003769	phenylpyruvate tautomerase activity
OG0003068	Alpha-tubulin suppressor and related RCC1 domain-containing
OG0007508	Pyridine nucleotide-disulphide oxidoreductase
OG0002512	protein tyrosine/serine/threonine phosphatase activity
OG0006628	Nucleoside diphosphate kinase
OG0002720	Domains in hypothetical proteins in Drosophila, C. elegans and mammals. Occurs singly in some nucleoside diphosphate kinases.
OG0000018	Peptidyl-prolyl cis-trans isomerase
OG0005260	HIT domain
OG0004362	atp synthase
OG0004634	uroporphyrinogen-III synthase
OG0000130	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
OG0004730	Calcium calmodulin-dependent protein kinase
OG0000752	Sir2 family
OG0007265	Bifunctional enzyme. Involved in de novo dTMP biosynthesis. Key enzyme in folate metabolism
OG0005593	Responsible for synthesis of pseudouridine from uracil
OG0000326	Kinase domain
OG0002880	steroid binding
OG0002132	cytochrome P450
OG0007071	protein disulfide oxidoreductase activity
OG0000915	AAA domain
OG0007162	deSI-like protein At4g17486
OG0000256	Serine threonine-protein kinase endoribonuclease IRE2
OG0001204	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
OG0002046	peroxiredoxin activity
OG0001487	protein kinase C activity
OG0000870	transferase activity, transferring hexosyl groups
OG0003968	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
OG0006657	Belongs to the pseudouridine synthase RsuA family
OG0005777	transferase activity, transferring nitrogenous groups
OG0004435	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity
OG0002331	Belongs to the glycosyl hydrolase 5 (cellulase A) family
OG0002661	Chloride channel protein
OG0006016	divinyl chlorophyllide a 8-vinyl-reductase activity
OG0007525	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction
OG0000031	COG0564 Pseudouridylate synthases, 23S RNA-specific
OG0002139	TAP-like protein
OG0004637	NMDA receptor-regulated protein 1
OG0000058	to Saccharomyces cerevisiae NIP100 (YPL174C)
OG0004440	metalloaminopeptidase activity
OG0001810	calcium-transporting ATPase activity
OG0000713	Citrate synthase, C-terminal domain
OG0000734	Alpha-amylase domain
OG0001939	Belongs to the PI3 PI4-kinase family
OG0000006	Beta-ketoacyl synthase, N-terminal domain
OG0003753	Aspartyl/Asparaginyl beta-hydroxylase
OG0000216	Regulator of chromosome condensation (RCC1) repeat
OG0006063	phospholipase d
OG0001684	-
OG0001602	ATP-binding cassette sub-family B
OG0005948	Heat shock factor-binding protein 1-like
OG0005520	dimethylallyltranstransferase activity
OG0001134	Protein kinase C conserved region 2 (CalB)
OG0004820	Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation
OG0000690	ribosomal protein
OG0006617	glutathione transferase activity
OG0001256	PFAM Formylglycine-generating sulfatase enzyme
OG0001529	polyprenyl synthase
OG0005003	Cytochrome b5-like Heme/Steroid binding domain
OG0007268	protein-disulfide reductase activity
OG0000446	Rab subfamily of small GTPases
OG0007727	4'-phosphopantetheinyl transferase superfamily
OG0003150	phospholipase Carboxylesterase
OG0001566	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0003952	GTPase activity
OG0000064	PFAM Beta-ketoacyl synthase, N-terminal
OG0000670	activity. It is involved in the biological process described with transport
OG0000008	DnaJ molecular chaperone homology domain
OG0000871	Phosphorylated CTD interacting factor 1 WW domain
OG0002732	Ring finger domain
OG0004046	dipeptidyl-peptidase activity
OG0003470	ATP-binding cassette sub-family A
OG0004592	ATP-binding Cassette (ABC) Superfamily. Source PGD
OG0002796	Peptidyl-prolyl cis-trans isomerase
OG0001794	Alpha-kinase family
OG0000561	40S ribosomal protein S28
OG0006334	Fatty acid desaturase
OG0006122	Cupin-like domain
OG0000506	Small nuclear ribonucleoprotein F
OG0000195	Protein tyrosine kinase
OG0005654	helicase activity
OG0005429	Divalent cation transporter
OG0001494	serine-type peptidase activity
OG0001895	G-quadruplex DNA unwinding
OG0004037	NifU-like domain
OG0004630	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine
OG0003438	PFAM GTP cyclohydrolase I
OG0003157	nucleoside hydrolase
OG0007378	kinase-activated protein kinase 2
OG0000445	structural constituent of cytoskeleton
OG0000142	Belongs to the CTL (choline transporter-like) family
OG0003972	Amidohydrolase family
OG0004158	MOSC domain-containing protein 2, mitochondrial
OG0004519	PFAM Integral membrane protein TerC
OG0000653	1,3-beta-D-glucan synthase activity
OG0003444	Sua5 YciO YrdC YwlC family protein. Source PGD
OG0002033	Belongs to the peptidase S10 family
OG0006612	(FHA) domain
OG0001453	posttranslational protein targeting to membrane, translocation
OG0004776	regulation of protein catabolic process
OG0001124	Serine threonine protein kinase
OG0000273	Belongs to the DHHC palmitoyltransferase family
OG0002994	Glutathione peroxidase
OG0006105	Source PGD
OG0006643	glutathione transferase activity
OG0000131	protein serine/threonine kinase activity
OG0001059	Protein kinase domain
OG0002032	POLO box duplicated region
OG0001888	oxidation-reduction process
OG0000754	Hydrolyzes ATP, and can also hydrolyze GTP with lower efficiency. Has lower affinity for GTP
OG0006502	Lysine methyltransferase
OG0004548	Belongs to the imidazoleglycerol-phosphate dehydratase family
OG0006309	Inorganic phosphate transporter
OG0000402	epithelial to mesenchymal transition
OG0005234	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OG0001055	Glycine-rich domain-containing protein-like
OG0001143	Cytochrome C biogenesis protein
OG0001043	Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA
OG0005323	Vps53-like, N-terminal
OG0004136	Domain of unknown function (DUF1977)
OG0001812	positive regulation of interleukin-10 biosynthetic process
OG0005420	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)
OG0007537	L-threonine 3-dehydrogenase activity
OG0007088	violaxanthin de-epoxidase activity
OG0000039	Cyclin-dependent kinase 10
OG0000927	Zinc finger CCHC-type and
OG0003154	Proteasome assembly chaperone 4
OG0000180	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
OG0006483	Belongs to the glycosyltransferase 8 family
OG0002203	protein localization to cytosolic proteasome complex
OG0004340	PFAM Saccharopine dehydrogenase
OG0001483	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0000518	Uncharacterized protein family UPF0004
OG0000777	DHHC palmitoyltransferase
OG0005460	Peptidylprolyl isomerase
OG0007373	protein maturation by iron-sulfur cluster transfer
OG0005294	FR47-like protein
OG0001204	ribosomal protein
OG0006465	Histone-lysine N-methyltransferase
OG0003069	Belongs to the MT-A70-like family
OG0003215	Extended
OG0005646	protein kinase activity
OG0000189	KR domain
OG0000642	protein deglutamylation
OG0000810	transporter
OG0004063	Nudix hydrolase
OG0001331	3'-5' exonuclease
OG0005783	14-3-3 protein
OG0000157	canalicular bile acid transport
OG0002502	Ribulose-phosphate 3-epimerase
OG0001928	-
OG0005208	Kinesin-like protein
OG0002293	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0005328	DNA repair protein
OG0005699	calcium-dependent cysteine-type endopeptidase activity
OG0003810	Belongs to the ubiquitin-conjugating enzyme family
OG0003912	DnaJ molecular chaperone homology domain
OG0003800	peptidyl-histidine dephosphorylation
OG0003739	protein kinase activity
OG0005041	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0007615	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions
OG0003849	)-oxidoreductase
OG0000006	polyketide synthase
OG0006447	Sorbitol dehydrogenase
OG0002950	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0000012	heat shock
OG0000378	Aminotransferase
OG0002085	Belongs to the DegT DnrJ EryC1 family
OG0005371	Serine threonine-protein kinase
OG0007619	methyltransferase
OG0005635	Essential for the assembly of the photosystem I (PSI) complex. May act as a chaperone-like factor to guide the assembly of the PSI subunits
OG0006969	alcohol dehydrogenase
OG0000242	glycogen cell differentiation involved in embryonic placenta development
OG0005604	Chromosome 1 open reading frame 53
OG0006344	signal peptide processing
OG0003603	alpha-methylacyl-CoA racemase
OG0003870	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate
OG0001278	cyclin-dependent protein serine/threonine kinase activator activity
OG0001344	PFAM Sulfate transporter antisigma-factor antagonist STAS
OG0000739	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
OG0003017	this activity may be independent of acetylation activity. Acetylates alpha-tubulin with a slow enzymatic rate, due to a catalytic site that is not optimized for acetyl transfer. Enters the microtubule through each end and diffuses quickly throughout the lumen of microtubules. Acetylates only long old microtubules because of its slow acetylation rate since it does not have time to act on dynamically unstable microtubules before the enzyme is released
OG0000961	Belongs to the 3-hydroxyisobutyrate dehydrogenase family
OG0000867	Prokaryotic RING finger family 4
OG0000036	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
OG0006841	glutathione transferase activity
OG0000508	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane
OG0007580	PPPDE putative peptidase domain
OG0002146	Ribulose-phosphate 3-epimerase. Source PGD
OG0002363	UDP-glucoronosyl and UDP-glucosyl transferase
OG0005721	nicotinate-nucleotide adenylyltransferase activity
OG0000774	E3 ubiquitin-protein ligase
OG0002163	ubiquitin-protein transferase activity
OG0000442	von Willebrand factor (vWF) type A domain
OG0004660	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Specific peripheric component of RNA polymerase III which synthesizes small RNAs, such as 5S rRNA and tRNAs
OG0002284	polyketide biosynthetic process
OG0002134	1-acyl-2-lysophosphatidylserine acylhydrolase activity
OG0000649	phosphate ion transmembrane transport
OG0007075	fucoxanthin chlorophyll a c protein
OG0000509	MAM domain, meprin/A5/mu
OG0001580	TerD domain
OG0006255	Dual specificity phosphatase, catalytic domain
OG0005061	stAR-related lipid transfer
OG0000544	nucleosomal DNA binding
OG0004995	It is involved in the biological process described with
OG0000735	Responsible for synthesis of pseudouridine from uracil
OG0001107	Yip1 domain
OG0006009	tubulin complex assembly
OG0003582	aspartic-type endopeptidase activity
OG0004711	beta-endorphin binding
OG0002812	GPN-loop GTPase 1
OG0005454	Serine aminopeptidase, S33
OG0007634	Mitochondrial small ribosomal subunit Rsm22
OG0005591	PPIC-type PPIASE domain
OG0004621	riboflavin transmembrane transporter activity
OG0000008	DnaJ C terminal domain
OG0001231	Rieske (2Fe-2S) domain
OG0000942	GTP-binding Protein
OG0003863	protein folding
OG0001416	Formylglycine-generating oxidase activity
OG0003783	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
OG0000534	Bile acid
OG0000202	Acetylglucosaminyltransferase activity. It is involved in the biological process described with protein glycosylation
OG0004122	-
OG0001400	Asparaginyl-tRNA synthetase
OG0002225	pyruvate kinase activity
OG0004543	The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2)
OG0000802	polypeptide N-acetylgalactosaminyltransferase
OG0000680	pumilio homolog
OG0000828	glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group
OG0006454	Chlorophyll A-B binding protein
OG0002969	AIG1 family
OG0000674	Fatty acid desaturase
OG0004651	Ubiquitin specific protease 39 isoform 2
OG0006059	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0007597	Belongs to the 14-3-3 family
OG0004670	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0000606	U2 snRNP auxiliary factor
OG0001653	Catechol O-methyltransferase
OG0000775	zinc-ribbon
OG0003508	O-Methyltransferase
OG0000627	dihydrolipoyl dehydrogenase activity
OG0000171	Belongs to the glycosyl hydrolase 1 family
OG0004779	NAD(P)H-binding
OG0000021	PPPDE putative peptidase domain
OG0001646	cAMP-dependent protein kinase regulator activity
OG0000825	Na H antiporter NhaD and related arsenite
OG0003593	Non-specific serine threonine protein kinase
OG0006779	N-terminal region of glycosyl transferase group 7
OG0007011	C-terminal region of band_7
OG0001007	Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall, galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical properties
OG0004476	beta-glucuronidase activity
OG0004160	UDP-glucuronate 4-epimerase
OG0004976	Oxidoreductase
OG0002961	Sugar-tranasporters, 12 TM
OG0006759	HD domain
OG0000918	Photosystem I reaction center subunit IV
OG0001235	N-terminal conserved domain of Nudc.
OG0005620	acyl-CoA oxidase activity
OG0000473	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0004498	WHEP-TRS
OG0002019	alpha-ketoacid dehydrogenase activity
OG0004282	FtsH Extracellular
OG0004904	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs
OG0000265	serine threonine-protein phosphatase
OG0007119	Domain in the Doublecortin (DCX) gene product
OG0002778	HAD-hyrolase-like
OG0007560	aldehyde dehydrogenase (NAD) activity
OG0003279	tRNA (cytosine-5-)-methyltransferase activity
OG0007238	Stress responsive A/B Barrel Domain
OG0007332	serine-type endopeptidase activity
OG0006755	Protein tyrosine kinase
OG0001669	WD repeat-containing protein
OG0007438	protein tag
OG0005167	Clathrin heavy chain repeat homology
OG0000194	ubiquitinyl hydrolase activity
OG0002158	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66
OG0000817	Belongs to the universal ribosomal protein uL1 family
OG0003808	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0000794	ubiquitin conjugating enzyme activity
OG0002511	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome
OG0003391	positive regulation of Rho protein signal transduction
OG0002251	1,4-dihydroxy-2-naphthoate octaprenyltransferase
OG0005456	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0005537	helix_turn_helix, Lux Regulon
OG0006029	Domain in the RNA-binding Lupus La protein; unknown function
OG0005922	O-methyltransferase activity
OG0006838	HAD-hyrolase-like
OG0005734	caax prenyl
OG0006061	Major facilitator superfamily
OG0000018	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0000230	Belongs to the peroxidase family
OG0000375	Scavenger receptor Cys-rich
OG0000914	serine-type endopeptidase activity
OG0002570	prohibitin homologues
OG0002602	Plays a role in vesicular protein sorting
OG0000326	Calcium calmodulin-dependent protein kinase
OG0000850	Aldo/keto reductase family
OG0005424	calcium-dependent cysteine-type endopeptidase activity
OG0007343	Non-ribosomal peptide synthetase modules and related proteins
OG0006823	HECT and RLD domain containing E3 ubiquitin protein ligase 2
OG0000764	Belongs to the MIP aquaporin (TC 1.A.8) family
OG0005071	Catalyzes the formation of fumarate from aspartate
OG0000813	Regulator of nonsense transcripts 1 homolog
OG0004845	Sperm tail C-terminal domain
OG0000445	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
OG0002417	Translation initiation factor eIF-2B subunit alpha. Source PGD
OG0000315	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
OG0005159	Haloacid dehalogenase-like hydrolase
OG0000567	xylan 1,4-beta-xylosidase activity
OG0000683	OTU-like cysteine protease
OG0004392	calmodulin-dependent protein kinase activity
OG0006981	branched-chain-amino-acid transaminase activity
OG0000342	unfolded protein binding
OG0007115	It is involved in the biological process described with cobalamin metabolic process
OG0005509	Isochorismatase hydrolase
OG0006485	ubiquitin-protein transferase activity
OG0000427	glucose import
OG0006840	Source PGD
OG0003329	-
OG0005415	cysteine-type endopeptidase activity
OG0006276	POC1 centriolar protein
OG0000676	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
OG0002405	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
OG0002564	Binds the poly(A) tail of mRNA
OG0006226	Domain of unknown function (DUF4326)
OG0001019	serine racemase
OG0004587	Lecithin:cholesterol acyltransferase
OG0000182	cAMP-dependent protein kinase activity
OG0007171	Chromosome 11 open reading frame 65
OG0006720	Haloacid dehalogenase-like hydrolase domain-containing protein 3
OG0004414	nuclear localization sequence binding
OG0000608	Belongs to the AAA ATPase family
OG0002710	COG5285 Protein involved in biosynthesis of mitomycin antibiotics polyketide fumonisin
OG0002353	Ubiquitin-conjugating enzyme E2, catalytic domain homologues
OG0005170	uropod organization
OG0002918	UPF0187 protein At3g61320
OG0006539	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly
OG0000105	PFAM major intrinsic protein
OG0005507	HI0933-like protein
OG0006331	serine-type endopeptidase activity
OG0004905	regulation of vesicle fusion
OG0006433	Serine threonine-protein kinase Nek5
OG0000770	Pfam:zf-DHHC
OG0001005	Mago nashi protein
OG0000033	Alkylated DNA repair protein
OG0007324	NifU-like N terminal domain
OG0004806	Protein BUD31 homolog
OG0000643	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
OG0000039	Belongs to the protein kinase superfamily
OG0000109	intramolecular oxidoreductase activity, transposing S-S bonds
OG0004258	Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates to the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators
OG0005316	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain
OG0000164	protein-cysteine S-palmitoyltransferase activity
OG0003921	Torus domain
OG0001181	ER lumen protein retaining receptor
OG0006402	peroxisome organization
OG0005268	Inosine-5'-monophosphate dehydrogenase. Source PGD
OG0001672	Domain of unknown function (DUF1707)
OG0006824	DNA-directed RNA
OG0000178	Belongs to the eukaryotic ribosomal protein eS1 family
OG0001477	respiratory chain complex III assembly
OG0002426	Thioredoxin
OG0002668	domain present in cyclins, TFIIB and Retinoblastoma
OG0004632	tRNA methyltransferase 11-2 homolog
OG0005096	HSPB1-associated protein 1
OG0005205	transporter
OG0007356	ER lumen protein retaining receptor
OG0002171	RNA recognition motif
OG0007529	Calcium-binding protein
OG0007121	polyketide synthase
OG0004838	Serine threonine-protein kinase 38
OG0001885	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0004469	RNA recognition motif 2
OG0006314	to Saccharomyces cerevisiae CHK1 (YBR274W)
OG0002142	Oxidation resistance protein
OG0000063	O-Methyltransferase
OG0001393	-
OG0005673	Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily
OG0000320	Polyadenylate-binding protein 1-B. Source PGD
OG0002738	2-acylglycerol O-acyltransferase activity
OG0002527	Dienelactone hydrolase family
OG0001947	ATP-grasp domain
OG0005437	2OG-Fe(II) oxygenase superfamily
OG0001745	cellular response to copper ion starvation
OG0004432	Peptidase M16 inactive domain
OG0004694	Belongs to the protein disulfide isomerase family
OG0003085	phosphatase 2C-like
OG0000408	-
OG0004246	ATP-grasp domain
OG0004655	Acetyltransferase (GNAT) domain
OG0007212	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
OG0001132	Cupin superfamily protein
OG0000275	heat shock protein
OG0002290	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0003965	cysteine dioxygenase activity. It is involved in the biological process described with
OG0003685	Belongs to the cytochrome b5 family
OG0004899	Exostosin family
OG0002591	Deoxynucleoside triphosphate triphosphohydrolase
OG0000004	Calcium-dependent protein kinase
OG0004831	COG0604 NADPH quinone reductase and related Zn-dependent
OG0000544	protein heterodimerization activity
OG0003356	Fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
OG0001473	Endoplasmic reticulum mannosyl-oligosaccharide
OG0002333	peptide-aspartate beta-dioxygenase activity
OG0007729	enzyme-directed rRNA pseudouridine synthesis
OG0004927	ER membrane protein complex subunit
OG0004124	protein serine/threonine/tyrosine kinase activity
OG0002247	Putative methyltransferase
OG0005124	ubiquinone-6 biosynthetic process
OG0001446	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
OG0000412	Eukaryotic translation elongation factor 1 alpha
OG0003035	Flavinator of succinate dehydrogenase
OG0000302	Major Facilitator Superfamily
OG0004802	microtubule-based process
OG0000370	ADP-ribosylation factor family. Source PGD
OG0004685	Chlorophyll A-B binding protein
OG0001204	maturation of LSU-rRNA
OG0003778	Ribosomal protein S16
OG0002031	Cyclin_C
OG0002992	Acyltransferase-like protein At1g54570
OG0003637	RNA recognition motif 2
OG0002736	Calcium-binding protein
OG0000257	TIGRFAM asparagine synthase (glutamine-hydrolyzing)
OG0001763	Cytochrome c1
OG0001577	phosphatase 2c
OG0001299	Belongs to the eukaryotic ribosomal protein eL20 family
OG0005379	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0001011	Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX
OG0001922	Protein of unknown function (DUF2009)
OG0000872	Metacaspase
OG0007175	fatty acid amide hydrolase activity
OG0002734	DnaJ central domain
OG0007600	-
OG0004914	Protein of unknown function (DUF2465)
OG0004918	GTP binding
OG0006014	AN1-like Zinc finger
OG0000315	Cytochrome C and Quinol oxidase polypeptide I
OG0007441	Tubulin-tyrosine ligase family protein
OG0002481	Polypeptide N-acetylgalactosaminyltransferase 5
OG0007543	Oxidoreductase family, C-terminal alpha/beta domain
OG0000623	heat shock protein binding
OG0007469	tRNA rRNA methyltransferase
OG0001527	This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This protein may mediate formation of the complex between cytochromes c and c1
OG0000999	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
OG0004481	Ricin-type beta-trefoil
OG0002313	Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)
OG0004645	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. This subunit can bind 18S rRNA
OG0000054	cobalamin synthesis CobW domain protein
OG0000699	Protein tyrosine kinase
OG0000160	RING-like zinc finger
OG0000411	Cell division protein 48 (CDC48) N-terminal domain
OG0003904	3-beta hydroxysteroid dehydrogenase/isomerase family
OG0006321	palmitoyl-(protein) hydrolase activity
OG0007379	Proteasome beta subunits C terminal
OG0003059	anthranilate synthase activity
OG0003828	Belongs to the ubiquitin-conjugating enzyme family
OG0002571	Non-specific serine threonine protein kinase
OG0001518	oxidation-reduction process
OG0005365	pumilio homolog
OG0002544	Adenylate cyclase
OG0003948	3',5'-cyclic-nucleotide phosphodiesterase activity
OG0005279	positive regulation of cilium movement
OG0002164	lysophospholipid acyltransferase activity
OG0000031	pseudouridine synthase activity
OG0000586	GTP binding
OG0003490	Acyl-CoA dehydrogenase, C-terminal domain
OG0004932	oxidoreductase activity
OG0006340	C-4 methylsterol oxidase activity
OG0005410	Alpha-tubulin suppressor and related RCC1 domain-containing proteins
OG0000949	structural constituent of ribosome
OG0003895	oxidoreductase activity
OG0000847	Selenium binding protein 1
OG0005133	threonine-type endopeptidase activity
OG0005395	-
OG0000247	transport system, permease and ATPase
OG0001423	Belongs to the universal ribosomal protein uL5 family
OG0005665	-
